Project ID,Project Name,Branch,Region,Start Date,Status,Issue Title,Severity,Description,Implication,Cost Impact,Management Comments 1,Management Comments 2,Recommendation,Branch Manager,Operations Manager,Supervisor
128502,Kakamega Feb 25,N/A,N/A,2025-02-19,active,Cash count,medium,"+ Physical cash analysis was done on 19.02.25.+ Expected cash matched SAP cash analysis balance.+ Analysis is tabulated below.

Index
Particulars
Kshs.


A
Balance B/F (c/low no. 318592)
1,465,962.25


B
Cash in
0.00


C
Mpesa Balance
0.00


D
Vouchers
5,500.00


E
Banking
1,458,462.00


F
IOU’s
2,000.00


G
Expected cash at hand (A+B-C-D-E-F)
0.25


H
Physical cash
0.00


I
Difference (D-C)
(0.25)

Minimal variances were noted during spot-check",,None,,,+ Observed cash control is commendable.,N/A,N/A,N/A
128502,Kakamega Feb 25,N/A,N/A,2025-02-19,active,Production efficiency analysis,medium,"+ Production efficiency at the branch was analyzed from 01.02.25 - 18.02.25.+ production inefficiency was noted whereby 8production staff were surplus and this increased production costs by Kshs. 8,692.80.+ The table below further illustrates this;PRODUCTION EFFICIENCY ANALYSIS:·          Analysis was done from 01/02/2025 - 18/02/2025. Production efficiency is tabulated below;



01/02/25 - 18/02/25



Particulars
Qty.


A
Production bags (*50kg)
3,060


B
Production staff hired
688


C
Targeted staff to hire (A/4.5)
680


D
Difference (C-B)
(08)


E
Production efficiency
4.45


F
Production inefficiency cost impact-Kshs
8,692.80",,None,,,+ The branch management should ensure proper production  planning to address production inefficiency noted.,N/A,N/A,N/A
128502,Kakamega Feb 25,N/A,N/A,2025-02-19,active,packing efficiency analysis,medium,"+ Analysis was done from 01.02.25 - 18.02.25.+ Packing inefficiency was noted whereby expected packers to be hired were surpassed by 11packers increasing production costs by Kshs. 10,032.+ The table below further tabulates this.PACKING EFFICIENCY ANALYSIS:·          Packing efficiency (01/02/2025 – 18/02/25) is tabulated below;



01/02/25 - 18/02/25



Particulars
Qty.


A
Produced bread in pieces (400g)
587,418


B
Staff meal issued + damages
5,655.5


C
Transferred unpacked (pcs)
00


D
Net bread for packing (A-B)
583,762.5


E
Targeted packers to Hire (D/1455)
401


F
Packers hired
421


G
Difference (E-F) in
(20)


H
Packing efficiency (crates/packer)
92.44


F
Packing inefficiency cost impact- Kshs
18,240.00",,None,,,+ The branch management should address packing inefficiency and costs incurred from surplus packing wages payments should be recovered.,N/A,N/A,N/A
128502,Kakamega Feb 25,N/A,N/A,2025-02-19,active,Packing efficiency analysis.,medium,"+ Analysis from 01.02.25 - 18.02.25 showed that packers hired were more than expected bread to be packed by 11staff.This is illustrated on the table below;PACKING EFFICIENCY ANALYSIS:·          Packing efficiency (01/02/2025 – 18/02/25) is tabulated below;



01/02/25 - 18/02/25



Particulars
Qty.


A
Produced bread in pieces (400g)
587,418


B
Staff meal issued + damages
5,655.5


C
Transferred unpacked (pcs)
00


D
Net bread for packing (A-B)
583,762.5


E
Targeted packers to Hire (D/1455)
401


F
Packers hired
421


G
Difference (E-F) in
(20)


H
Packing efficiency (crates/packer)
92.44


F
Packing inefficiency cost impact- Kshs
18,240.00",,None,,,+ The branch management should plan properly and ensure that packers are hired with respect to expected bread to be packed.,N/A,N/A,N/A
128502,Kakamega Feb 25,N/A,N/A,2025-02-19,active,Vehicle mileage and fuel consumption analysis,medium,"+ Sales vans consumption rate was determined. + Fuel consumed by sales vans was within the expected rate.+ Consumption rate is tabulated below;

M/V NO.
Distance covered
Fuel consumed
Expected consmptn
Diff.


KCM 883A
Mileage – 558,934 – 561,090km (2,156kms)


6.5km/l
2,156
343
331.69
(11.31)










KBZ 516T
Mileage – 683,907 – 686,192km (2,285kms)


6.5km/l
2,285
343
351.54
8.54










KDH 135W
Mileage – 121,321 – 124,184km (2,863kms)


7.0km/l
2,863
410
409
(01)










KCJ 152K
Mileage – 525,897 – 528,523km (2,626kms)


6.5km/l
2,626
400
404
04










KDD 061F
Mileage – 284,734 – 288,164km (3,430)


7.1km/l
3,430
480
480.39
0.39










KCF 478E
Mileage – 562,612 – 564,334km (1,722)


6.5km/l
1,722
266
264.22
(1.08)










KDL 168U
Mileage – 84,871 – 87,304km (2,433)


7.5km/l
2,433
323
324.4
1.4










KDL 012U
Mileage – 88,946 – 93,140km (4,194)


6.7km/l
4,194
627
625.97
(1.97)










KDP 497R
Mileage – 30,799 – 33,660km (2,861)


7km/l
2,861
406
408.71
2.7










KCG 046R
Mileage – 678,309 – 680,608km (2,299)


6.5km/l
2,299
342
353.69
11.69",,None,,,+ Economical fuel consumption by vans is commendable.,N/A,N/A,N/A
128748,Kisii Feb 2025,N/A,N/A,2025-02-25,active,Debtor Analysis,medium,"Outstanding debts were analysed as at 1 March 2025 to check the magnitude.         It was observed that the customers had outstanding balance of Ksh 228,160 while schools had balances amounting to Ksh 234,926 as illustrated in the table below;       








No
Customer Name
Balance
Remarks


1
Greenmart Supermarket Limited-Kolwa
7,812.00
Bomet-Nyakundi took the cash


2
Jescah Chepkurui
1,078.00


3
Mercy Chepkosgei
5,597.00


4
Philiph Kimutai Langat
9,592.00


5
Richard Kipkemoi Bii
27,188.00


6
Sarman Group Company Limited
3,235.00
Account Closed


7
Almaiza Supermarket - Homa Bay
4,724.00
Mirogi-Achoki took the cash


8
Bernard Odhiambo Ouko
 42,966.00


9
John Ouma Obuya
 38,669.00


10
Kephesto Ochieng Ogembo
          43,095.00


11
Nusra Supermarket- Homabay
          18,537.00


12
Taqwa Supermarket - Homa Bay
          22,422.00


13
Almaiza Supermarket - Ndhiwa
             3,245.00
Nyakundi Took the cash


 
Total
228,160.00
 

School

       1
St. Mary's Nyamagwa Girls
       234,926.00
Pay through Cheque


                Note: From the above analysis Nyakundi took Ksh 54,512 while Achoki took Ksh 170,413",The company is exposed to risk of losing its revenue as the two turn boys run with sales money.,None,,,A follow up should be made to recover the amount the turn boys took from their security deposits and final due if any.         Sales rep should be informed on daily basis of those customers who haven’t paid so as to confirm if they gave cash to turn boys but never submitted the same to the company. Cashless system should be introduced to curb cases where turn boys run with day’s sales,N/A,N/A,N/A
128748,Kisii Feb 2025,N/A,N/A,2025-02-25,active,Production Efficiency,medium,"Production efficiency calculation the month of February 2025 (1 to 25 February 2005) was done to determine if the production workers hired were achieving the set production efficiency of 4.5 bags per worker.        It was noted that the average production efficiency was 4.43 bags per production worker as illustrated in the table below;

Details
Totals


KPI =A
4.5


Production workers Hired =B
1,026


Expected production: C=A*B
4,617.00


Actual Production =D
4,547.00


Actual production efficiency achieved E=D/B
       4.43


Production workers who were to be hired F=D/A
1,010


Extra Production Workers hired G=B-F
16


Cost Incurred for not achieving target (1,086.6*16)
17,385.60",The branch did not achieve the set production efficiency target meaning that the cost of production was above set budget,17385.6,,,The branch management should allocate production workers as per production target shift wise so as to ensure set efficiency is achieved,N/A,N/A,N/A
128748,Kisii Feb 2025,N/A,N/A,2025-02-25,active,Packing Efficiency,medium,"Packing efficiency was calculated from 1 to 25 February 2025 to determine if the packers hired were achieving the set packing efficiency of 97 crates per packer.          It was noted that the average packing efficiency was 96.50 crates per packer as illustrated below;

Details
Totals


KPI (A)
97


Loaves Produced
871,747.00


Add: 01.02.25 3 shift Loaves
9,743.25


Less: 25.02.25 3 shift Loaves
12,639.21


Total Loaves
868,851.04


Less: Production/Oven Damages & Deduction
1,791.00


Total Loaves to be Packed (B)
867,060.04


Packers Hired (C) (01-25.02.25)
599


Actual Packing Efficiency achieved D=(B/C/)15
96.50


Packers who were to be hired E=(B/A)/15
596


Extra (or Less) Packers hired F=C-E
3


Cost Implication (912*3)
2,736",Average packing efficiency was below the set target and this implies that packing cost was above the set budget hence an extra cost to the company,2736.0,,,Hiring of Packers shift wise should be guided by the number of bags produced in the prior shift. This will enable the branch to achieve set target,N/A,N/A,N/A
128749,Daraja - Feb 2025,N/A,N/A,2025-02-27,active,Bread Damages Check,medium,"An analysis of production and market/supermarket damages was done to determine whether they were within the allowed percentage of 0.2% to total production and 0.5% of total sales respectively.         A sample period of 24 days (1 to 24 February 2025) was used to analyse bread damages. Audit noted that percentage of average production damages stood at 0.20% of the total production while average market damages was 0.50% of total sales.         The table below illustrates the findings;

Particulars
Loaves
Loaves


Production Damages
864
0


Market Damages
-
2,030


Totals
864
2,030


Total Loaves
433,564.75
406,743.25


% of Damages
0.20%
0.50%

Damages sent to Ingredients         For the period damages sent to ingredients were less by 7.13kgs",Both production and market bread damages were within set limits meaning the company was not losing revenue through excess damages,None,,,The branch management should control bread damages by ensuring all production procedures are being followed and bread produced is of good quality so as to reduce production and market damages.,N/A,N/A,N/A
128749,Daraja - Feb 2025,N/A,N/A,2025-02-27,active,Mixing Chart Analysis,medium,"Mixing charts and mixing chart summaries from 1 to 24 February 2025 were examined to find out the branch’s utto consumption, average yield, cases of remix and summation of totals
         After examining the records the follow were noted;
        Average yield per bag was191.59 loaves per bag.
        Utto consumption was at 84%. (One bag is supposed to use 0.143litres meaning they should have used 323.61litres for 2,263 bags produced. However, in the MCS from 1 to 24 February 2025 they had indicated 273 litres)
       Average production was 94.29 bags per day representing 84.19% of target which is 112 bags per day (Branch Capacity)
         The table below illustrates the findings;

Utto -  Litres
273


Yeast 125g
2,263


Production in bags
2,263


Total cash flow loaves
433,565


Average yield
191.59


Average Production
94.29


Production target achievement
84.19%


Utto consumption to bags produced
84%

         Audit noted that recording of charts and mixing charts summaries were not matching. For instance:
        On 02.02.25 Mixing chart for 2nd shift had more bags (31) recorded as produced while those transferred to summary were 30 bags.
        On 13.02.25 Mixing chart for 3rd shift had 27 bags but those transferred to the summary were 26 bags",Target production in bags was not achieved meaning the branch’s capacity was under utilized         By the two documents having different details  (i.e. mixing chart and mixing chart summary) it implies that there was lapses in checking and supervision in production area,None,,,"Recording of charts should be followed or be checked by the supervisors/ manager on daily basis after stock take to ensure figures transferred to the mixing chart summary match those of charts before posting in the system is done         Further dividers or mixers should record a mix after dividing and not before.        On those days the branch run on full capacity, the branch management should ensure production target is achieved.",N/A,N/A,N/A
128749,Daraja - Feb 2025,N/A,N/A,2025-02-27,active,Debtors Analysis,medium,"Outstanding debts were analysed as at 1 March 2025 to check the magnitude. It was observed that the customers had outstanding balance of Ksh 17,564.47 as illustrated below;

Customer Name
Balance
Remarks


Vincent Ongiri
5,308.00
Security withdrawal will be proceed to clear the balance


Rubis Express-Keumbu
789.60
Dormant Account


Unique All In One Super store
3,704.00
A follow up is being made for this debt to be cleared


Tuk-Tuk  -  Daraja
7,762.87
A follow up is being made for this debt to be cleared


Total
17,564.47",Customers with debts exposes the company to risk of losing its revenue,None,,,A follow up should be made by sales rep to ensure customers with debt do pay and clear while those with security deposit the same is used to offset outstanding balances.         The Tuktuk driver should be asked to make daily payment so as to clear the balance.,N/A,N/A,N/A
128749,Daraja - Feb 2025,N/A,N/A,2025-02-27,active,Packing Efficiency,medium,"Packing efficiency was calculated from 1 to 24 February 2025 so as to determine if the packers hired were achieving the set packing efficiency of 97 crates per packer.         It was noted that the average packing efficiency was 93.09 crates per packer as illustrated below;

Details
Totals


KPI (A)
97


Loaves Produced
433,564.75


Add: 31.01.25 3 shift Loaves
5,168.00


Less: 24.02.25 3 shift Loaves
6,123.00


Total Loaves
432,609.75


Less: Production/Oven Damages & Deduction
1,116.50


Total Loaves to be Packed (B)
431,493.25


Packers Hired (C) (01-21.10.24)
309


Actual Packing Efficiency achieved D=(B/C/)15
93.09


Packers who were supposed to be hired E=(B/A)/15
297


Extra (or Less) Packers hired F=C-E
12


Cost Implication (912*12)
11,346

Note: The branch hired a Naivas Supermarket Packer in 3rd shift daily. This packer was not included on number of packers used to calculate efficiency of 93.09 crates per packer",Average packing efficiency was below the set target and this implies that packing cost was above the set budget hence an extra cost to the company,11346.0,,,Hiring of Packers shift wise should be guided by the number of bags produced in the prior shift. This will enable the branch to achieve set target.        Operation’s department should give a clear guideline on the Naivas Supermarket Packer who is hired in 3rd shift whether to be included while calculating efficiency,N/A,N/A,N/A
128749,Daraja - Feb 2025,N/A,N/A,2025-02-27,active,Vehicle Mileage and Fuel Consumption Analysis,medium,"Analysis of fuel consumption was done from 1 to 25 February 2025 to assess the following;      Whether the standard mileage set for each vehicle was being met         It was noted that Town II, Kendu-bay vehicles and Tuktuk were consuming more fuel than set standard while Keroka  vehicle was saving fuel as illustrated in Appendix 1 below;

Route
Vehicle
Make
Model
YOM
Op Mileage
Cl Mileage
Cum Km
Actual Cum Fuel
Actual Rate
Std Rate
Std Fuel
Variance
Remarks


Olare
KCH 481N
Mitsubishi
FE84/4D33
2015
561,128
565,199
4,071
623
6.53
6.50
626.31
3.31
Saved


Town II
KDB 082Y
Mitsubishi
FE71/4D33
2019
151,525
152,945
1,417
229
6.19
6.50
218.00
-11.00
Overconsumed


Mbita
KDP 495R
Mitsubishi
FE84/4D33
2023
50,591
56,326
5,735
816
7.03
7.00
819.29
3.29
Saved


Keroka
KCH 510N
Mitsubishi
FE84/4D33
2015
680,733
686,904
6,171
925
6.67
6.50
949.38
24.38
Saved


Sondu
KCF 208S
Mitsubishi
FE84/4D34
2014
679,762
683,365
3,603
550
6.50
6.50
554.31
4.31
Saved


Kendu-Bay
KCG 936S
Mitsubishi
FE84/4D33
2015
689,856
693,666
3,810
597
6.38
6.50
586.15
-10.85
Overconsumed-Recovered


TukTuk
KTWC 337Y
Piaggio
TUKTUK
2022
31,157
32,841
1,684
105
16.04
17.00
99.06
-5.94
Overconsumed (1-22.02.25)


Reliever
KCN 077A
Mitsubishi
FE84/4D33
2016
606,851
608,257
1,406
214
6.57
6.50
216.31
2.31
Saved (1-8.02.25)",By consuming more fuel than set standard means that the cost of distributing products is on the higher side than budgeted for in a given route.,None,,,Consumption for those routes where vehicles consume more than set standard should be rechecked to ensure fuel usage is within set standards,N/A,N/A,N/A
128979,Nyamasaria Feb 25,N/A,N/A,2025-02-27,active,A physical Stock Take,medium,"A physical stock take was conducted on 27 February 2025 to assess whether the physical stock counted matched with the book balance.It was noted that there were zero or minimal variations between the physical and the book stocks in most items exceptv  Poly bags had cumulative variance of +1,360 piecesv  Bread stock had short fall of 5 loaves.The table below illustrates the findings.

Item Description
UoM
SAP Closing Stock
Physical Stock
Variance


White ingredients 9Kgs
Bags
1,393
1,393.
0


White Flour
Kgs
115,425
115,425
0


Yeast - 125gms
Sachets
1,405
1,405
0


Vegetable Oil
Kgs
215
215
0


Bread Stock
Pieces
21,386
21,391
5


Poly Bags
Pieces
435,175
436,535
1,360


Crates
Pieces
3,288
3,288
0",Effective controls were noted on Raw materials and bread stock.Weak controls were noted on poly bags resulting in significant loss.,None,,,The branch needs to tighten stock controls to reduce the variations noted packing materialsThe branch management should ensure that the quantity of the poly bags damages stock out are accurate and verifiable,N/A,N/A,N/A
128979,Nyamasaria Feb 25,N/A,N/A,2025-02-27,active,Bread Weight,medium,"A sample of bread produced and packed in the branch was randomly selected and weighed. The aim was to check whether bread sent to the market was of the minimum weight as set by KEBS.Underweights were observed across all varieties sampled except on 600 BW. The table below illustrates the findings: -











Type
Sample 
O/wt
C/wt
U/wt
% U/wt
Ave. wt


400 CTW
71
7
52
12
17%
397.72


600 BW
61
37
24
0
0%
611.80


600 CTW
75
1
56
18
24%
586.16


800 CTW
70
4
53
13
19%
786.70


1.5 CTW
50
3
37
10
20%
1,475.38",The underweight should be discouraged since it may cost the company unnecessary fines due to non-compliance to laid down standards of operation as per the regulatory body (KEBS).,None,,,"The branch management should enhance the frequency of checks at the dividing table to ensure that the dividers adhere to the dividing range.KAF should install control panel to help on setting time,",N/A,N/A,N/A
128979,Nyamasaria Feb 25,N/A,N/A,2025-02-27,active,Bread damages Analysis,medium,"Analysis of production and market damages was done to determine whether bread damages were within the allowed percentage of 0.20% to total production and 0.50% of total sales.The audit sample period was the month of February 25. The flowing were the findings: -v  Production Damages were averaging at 0.21% of the total productionv  Marker damages stood at 0.38% of the total sales which was within the allowable percentage of 0.50%.The table below illustrates details of the findings: Table 1 Analysis of Production Damages

Details
No. Damages


Production Damages A
1,651.00


Oven damages B
0.00


Totals Damages C=A+B
1,651.00


Production Done D
797,665.75


% damages E=(C/D)%
0.21%


KPI – F
                                          0.20%


Revenue loss G=((F-E)*D)*55
-  3,061.77

         Table 2 Analysis of Market Damages

Details
No. Damages


Market Damages A
2,879.00


Supermarket returns B
0.00


Totals Damages C=A+B
2,879.00


Total Sales D
751,481.75


% damages E=D/C
0.38%


KPI – F
0.50%


Savings G=((F-E)*D)*55
                         29,111.23","Production damages slightly surpassed the set limit of 0.20% by 0.01%. This resulted to a revenue loss of Ksh.3,061.77Market damages were within the set limit of 0.5%.",3061.77,,,The branch management should control damages by ensuring that all production procedures are being followed and produce bread of good quality so as to reduce production damages and market returns.Maintenances department needs to check oven to identify the reasons for oven baking uneven,N/A,N/A,N/A
128979,Nyamasaria Feb 25,N/A,N/A,2025-02-27,active,Damages sent to Ingredients’ Balance Analysis,medium,"Bread damages sent to ingredients were computed to establish whether damages sent match with damages captured on the SAP systems. The audit period was from 1 February 2025 to 28 February 2025.There was no noted significant difference between total damages at the branch level and damages sent to ingredients damages. Total branch damages were 5,177.35 pieces while those sent to ingredients were 5,097.25 pieces, resulting in a variance of -80.10 pieces of bread.Below is summary of the findings:

Opening Balance as at 1st Feb 2025-A
565.50


Add: Production Damages
1,651.00


Market Damages
2,781.00


Oven Damages
0.00


Slicing damages
179.85


Total Damages-1st -27d Feb(Pcs)-B
5,177.35


Less: Damages Sent to Ingredients as at 27th Morning-D
5,097.25


Variance converted to loaves H=(G*1000/400)
-80.10


Cost Implication I=(H*53)-KES
-4,245.30",The less damages sent to ingredients implies weak control on recording of damages.,None,,,Branch management to put measures in place to weigh and verify all daily damage broken and sent to ingredients so as to reflect the accurate status of declared and available damages.,N/A,N/A,N/A
129933,Nakuru Feb 25,N/A,N/A,2025-02-27,active,Stock verification,medium,"·       A physical stock count of raw materials and finished product was done on 27 February 2025, to determine whether the physical count of raw materials and finished product matches with the records as per SAP system and to assess the effectiveness of controls over inventory management.·       The exercise showed that:Ø  Bread Stock had a variance of -47.25 piecesØ  Polybags had +101 piecesØ  Brown flour had -2.95kgsØ  Wheat bran had -1.59kgsØ  White ingredient, brown ingredient, yeast and utto had immaterial variances as seen below:·       Below is the summary of the audit findings:Table 1:Stock Verification summary.

Description
 UOM
 SAP
 Physical
 variance


 Brown bread ingredients 7kg
 Bags
           27.06
           27.00
-                      0.06


 White ingredients 9Kgs
 Bags
          348.99
          349.00
0.01


 White Flour
 Kgs
     77,599.42
     77,600.00
0.58


 Brown Flour
 Kgs
       1,202.95
       1,200.00
-                      2.95


 Wheat Bran
 Kgs
           98.59
           97.00
-                      1.59


 Yeast - 125gms
 Sachets
          257.05
          257.00
-                      0.05


 Vegetable Oil (Utto) new
 Kgs
           72.88
           73.00
0.12


 Bread stock
 Pieces
     11,061.00
     11,013.75
-                   47.25


 Packing materials
 Pieces
   311,934.00
   312,035.00
101.00",The variances noted are an indication that stock management controls are weak and there is a need to strengthen controls.,0.0,,,The branch management should enhance their stock controls to minimize / eliminate the identified variances.,N/A,N/A,N/A
129933,Nakuru Feb 25,N/A,N/A,2025-02-27,active,Cash Verification,high,"·       A cash verification was conducted at the cashier’s office on 27 February 2025, to ensure that the cash balances matched the cash flow records and that the established cash handling standards were being followed.·       A variance of KES -331,920 was noted in the physical cash available, which was attributed to an unresolved fraud case from previous years that had been escalated to the security, legal, and accounts teams. While there was an excess of KES 7, resulting in a variance of KES -331,913 in the cash count, the missing amount according to the records was KES 331,920.·       It was also observed that there were 3 pending IOUs worth KES 11,500 out of which one for KES 2000 was past the 3-day clearance policy. This was as detailed below:Table 3:Cash verification summary.

Description
Balance


Cash B/F(A)
402,925


Cash In(B)
0


Cash out (IOU'S) (C)
11500


Cash out (Vouchers) (D)
100


Cash Balance=(A+B)-(C+D)
391,325


Cash at hand
     59,412


Variance
   331,913",The lost funds identified during the cash count indicate weaknesses in internal controls for cash management.,0.0,,,·     The branch management is recommended to reclassify the noted amount to other receivables or legal claim receivable if legal action has been taken or provide for the same under provision for doubtful debts if recovery is uncertain to avoid misstatement of cash balances.,N/A,N/A,N/A
129933,Nakuru Feb 25,N/A,N/A,2025-02-27,active,Bread weights,high,"·       A random weight check for packed bread ready to be dispatched to the market was done to determine if they were of standard weight of 200g, 400 g,600g,800g and 1.5 kgs as per the KEBS requirements.·       Underweights were noted across all varieties as seen:Ø  400 CTW/BT was 37% underweight and 20% overweight, Average overall weight was 397.57.Ø  600 BT/CTW had 30.7% underweight, and 2.7% overweight average weight was 590.33Ø  800 CTW had 57% underweight and 4% overweight average weight was 779.01Ø  White Bread 400 Barrel 57% underweight and 9 % overweight average weight was 386.63.·       Below is the detailed summary of the findings:Table 4:Bread weight Check.

Variety
No. of samples
Overweight
Correct weight
Underweight
%Overweight
% correct weight
% Underweight
Overall average weight


400g CTW/Butter
93
19
40
34
20%
43%
37%
397.57


600CTW/Butter
75
2
50
23
2.7%
66.6%
30.7%
590.33


800 CTW
75
3
29
43
4%
39%
57%
779.01


White Bread 400 Barrel
76
7
26
43
9%
34%
57%
386.63",The presence of underweight and overweight bread indicates lapses in follow-up of correct production procedures from mixing to packing.,0.0,,,The branch management is recommended to ensure correct production procedures be followed to avoid lapses that cause underweight bread.,N/A,N/A,N/A
129933,Nakuru Feb 25,N/A,N/A,2025-02-27,active,Bread damages.,medium,"·       An analysis was done on the bread damage levels for both production and market-based deformities for the period 34 days from 24 January 2025 to 26 February 2025 was done to determine if they were within the allowable threshold of 0.2% and 0.5% respectively.·       It was noted that:ü  Production damages stood at 0. 0.30% of total production which was above the set limit of 0.2%ü  Market damages stood at 0.51% of total sales, which was above the set limit of 0.5% as demonstrated in the table below:Table 5:Production Damages.

Details
Quantity/Value


Total Production damages= A
1,756.00


Total Production = B
594,858.25


Prod. Damages % C=(A/B) %
0.30%


KPI =D
0.20%


Difference E=D-C
-0.10%


Cost Implication F=(E*B) *53
-31,527.48

NB: The production damages analysis above excludes 155 loaves for oven damages and 91 loaves for deduction damages.Table 6:Market Damages.

Details
Quantity/Value


Total Market damages= A
3,081.50


Total Sales = B
603,706.75


Market. Damages % C=(A/B) %
0.51%


KPI =D
0.50%


Difference E=D-C
-0.01%


Cost Implication F=(E*B) *53
-3,199.64","Production damages exceeded the allowable limit by 0.1 % leading to an extra cost incurred of KES 31,527.48 While Market damage exceeded the allowable limit by 0.01% leading to extra cost incurred of KES 3,199.4 and therefore implied compromised bread quality and poor control of balances for the audited period.",34726.8,,,Branch management should enhance controls within the production process to ensure bread produced is of good quality thereby minimizing the possibility of excess production and market damages.,N/A,N/A,N/A
129933,Nakuru Feb 25,N/A,N/A,2025-02-27,active,Production efficiency,medium,"·       A review of the branch’s utilization of human capital resources allocated to the production section for a period of 34 days from 24 January to 26 February 2025 was conducted to determine if production workers were achieving their set production targets of 4.3 bags per worker·       It noted that the production efficiency was at 4.21 bags which was below the standard of 4.3 bags ,15 extra workers were hired with a cost implication of KES 16,299 as detailed in the summary below:Table 7:Production efficiency

Details
Totals


KPI =A
4.3


Production workers Hired =B
             737


Expected production: C=A*B
3,169.10


Actual Production =D
3,106.00


Actual production efficiency achieved E=D/B
            4.21


Production workers who were supposed to be hired F=D/A
722


Extra Production Workers hired G=B-F
15


Cost Incurred for not achieving target (1,086.6*15)
    16,299.00","Production workers did not achieve their set KPI of 4.3 bags, this implied that extra cost of KES 16,299 was incurred for over-allocation of 15 extra production workers.",16299.0,,,Branch management should ensure proper allocation of workers is done as per the shift targets and ensure they are optimally utilized.,N/A,N/A,N/A
129933,Nakuru Feb 25,N/A,N/A,2025-02-27,active,Packing efficiency,medium,"·       An evaluation was performed on the performance of packers in the slicing section to verify whether they were meeting the company’s established target of 97 crates per packer.·       It was noted that, for the period of 34 days from 24 January 2025-26 February 2025, the packing efficiency stood at 84.92 crates per packer which was below the standard set, extra 56 workers were hired with a cost implication of KES 51,072.Table 8: Packing Efficiency.

Details
Totals


KPI =A
97


Loaves Produced
594,858.25


PD, Oven Damages & Deductions & System FOC (26/01/2025-26/02/2025)
4,351.80


Loaves Produced less PD, Oven Damages & Deductions &FOC (26/01/2025-26/02/ 2025)
590,506.45


Add: 23.01.25 3 shift Loaves
             5,175.00


Less: 26.02.25 3 shift Loaves
                 5,742


Total Loaves to be Packed(B)
570,664.45


Packers Hired (C) (26/01/2025-26/02/ 2025)
448


Actual Packing Efficiency achieved D=(B/C/)15
84.92


Packers who were supposed to be hired E=(B/A)/15
392


Extra (or Less) Packers hired F=C-E
56.00


Cost Implication (912*56)
51,072","Packers did not achieve their set efficiency of 97 crates per slicer, this implied that an extra 56 workers were hired with a cost implication of KES 51,072.",51072.0,,,Branch management should ensure slicers are allocated as per the prior shift loaves produced and tighten supervision to ensure slicing efficiency is achieved.,N/A,N/A,N/A
129933,Nakuru Feb 25,N/A,N/A,2025-02-27,active,Mixing Chart Analysis,medium,"·       An analysis of both the mixing chart and mixing chart summaries for the period of 34 days from 24 January 2025-26 February 2025 was conducted to determine if the raw materials’ consumption were as per the set BOM and if the set yield and quality standards were achieved for production.·       The analysis showed that:Ø  Average yield was 191.52 loaves per bagØ  Average production was 81.57 bags equivalent to 81.57% of the set target of 112 bags.Ø  Utto units’ consumption to bags of flour ratio was 1:1Ø   396 cases of remixes were observed for the reviewed audit period as detailed in the table below:Table 9:Mixing Chart analysis.

Description
Number/percentage


Average production Target in bags
112.00


Production target achievement (91.35/112*100)
81.57%


Average yield target per bag
191.52


Utto consumption to bags produced
100%


Number of remixes in tins
396.00",·       Branch production capacity was not optimally utilized by 18.43%.Remixes noted implies there was a lapse in following of correct production process and bread quality was affected.,0.0,,,·       The branch management to improve on yield and production target achievement.·       Correct Production procedures to be followed to avoid overproof which lead to remixes.,N/A,N/A,N/A
